"Revenue from Sales to Ultimate Customers (Thousand Dollars) by State by Provider, 1990-2015",,,,,,,,
Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1997,ME,Full-Service Providers,"466,370","340,680","315,089",NA,"14,743","1,136,882"
1997,MI,Full-Service Providers,"2,461,915","2,539,696","1,760,605",NA,"89,653","6,851,869"
1997,MN,Full-Service Providers,"1,234,992","631,658","1,200,868",NA,"53,465","3,120,983"
1997,MO,Full-Service Providers,"1,884,991","1,369,722","680,747",NA,"66,661","4,002,121"
1997,MS,Full-Service Providers,"1,040,393","666,164","602,758",NA,"59,791","2,369,106"
1997,MT,Full-Service Providers,"243,551","190,854","165,875",NA,"18,961","619,241"
1997,NC,Full-Service Providers,"3,262,701","2,018,399","1,654,506",NA,"132,614","7,068,220"
1997,ND,Full-Service Providers,"215,606","141,482","90,899",NA,"20,039","468,026"
1997,NE,Full-Service Providers,"509,951","354,896","237,714",NA,"93,766","1,196,327"
1997,NH,Full-Service Providers,"460,360","368,654","211,807",NA,"17,812","1,058,633"
1997,NJ,Full-Service Providers,"2,693,102","3,079,386","1,084,250",NA,"92,938","6,949,676"
1997,NM,Full-Service Providers,"401,723","430,683","273,248",NA,"86,306","1,191,960"
1997,NV,Full-Service Providers,"527,934","344,216","449,695",NA,"35,612","1,357,457"
1997,NY,Full-Service Providers,"5,656,407","6,577,134","1,314,023",NA,"1,134,333","14,681,897"
1997,OH,Full-Service Providers,"3,764,614","2,788,990","3,075,576",NA,"282,133","9,911,313"
1997,OK,Full-Service Providers,"1,151,872","673,038","464,983",NA,"119,972","2,409,865"
1997,OR,Full-Service Providers,"956,224","697,915","514,138",NA,"28,357","2,196,634"
1997,PA,Full-Service Providers,"4,226,733","3,018,794","2,822,400",NA,"152,699","10,220,626"
1997,RI,Full-Service Providers,"301,306","275,861","117,674",NA,"21,527","716,368"
1997,SC,Full-Service Providers,"1,622,819","936,873","1,160,461",NA,"50,745","3,770,898"
1997,SD,Full-Service Providers,"239,116","146,362","81,413",NA,"16,484","483,375"
1997,TN,Full-Service Providers,"2,010,823","1,461,914","1,055,916",NA,"86,219","4,614,872"
1997,TX,Full-Service Providers,"7,904,554","4,852,372","4,070,966",NA,"848,003","17,675,895"
1997,UT,Full-Service Providers,"389,887","370,009","259,089",NA,"35,394","1,054,379"
1997,VA,Full-Service Providers,"2,628,143","1,486,605","770,461",NA,"480,533","5,365,742"
1997,VT,Full-Service Providers,"228,142","172,987","116,158",NA,"8,069","525,356"
1997,WA,Full-Service Providers,"1,572,222","1,034,560","810,843",NA,"147,217","3,564,842"
1997,WI,Full-Service Providers,"1,272,627","880,613","932,950",NA,"50,849","3,137,039"
1997,WV,Full-Service Providers,"564,833","329,384","414,814",NA,"8,370","1,317,401"
1997,WY,Full-Service Providers,"124,929","126,195","249,548",NA,"10,181","510,853"
1997,US,Full-Service Providers,"90,694,376","70,482,196","46,772,377",NA,"7,110,100","215,059,049"
1997,CA,Restructured Retail Service Providers,0,295,0,NA,0,295
1997,ID,Restructured Retail Service Providers,0,0,"52,482",NA,0,"52,482"
1997,IL,Restructured Retail Service Providers,"1,548","1,859","20,918",NA,0,"24,325"
1997,MA,Restructured Retail Service Providers,317,0,"9,909",NA,0,"10,227"
1997,MO,Restructured Retail Service Providers,0,"2,945",0,NA,0,"2,945"
1997,NH,Restructured Retail Service Providers,"1,776","2,405","1,503",NA,0,"5,684"
1997,NY,Restructured Retail Service Providers,63,321,123,NA,0,506
1997,OR,Restructured Retail Service Providers,0,44,"42,986",NA,0,"43,030"
1997,PA,Restructured Retail Service Providers,"5,865","1,970","4,784",NA,0,"12,618"
1997,RI,Restructured Retail Service Providers,0,"3,443",266,NA,0,"3,710"
1997,WA,Restructured Retail Service Providers,0,"1,330","118,147",NA,0,"119,477"
1997,US,Restructured Retail Service Providers,"9,569","14,611","251,118",NA,0,"275,298"
1997,CA,Energy-Only Providers,0,295,0,NA,0,295
1997,ID,Energy-Only Providers,0,0,"52,482",NA,0,"52,482"
1997,IL,Energy-Only Providers,"1,548","1,859","20,918",NA,0,"24,325"
1997,MA,Energy-Only Providers,317,0,"9,909",NA,0,"10,227"
1997,MO,Energy-Only Providers,0,"2,945",0,NA,0,"2,945"
1997,NH,Energy-Only Providers,"1,776","2,405","1,503",NA,0,"5,684"
1997,NY,Energy-Only Providers,63,321,123,NA,0,506
1997,OR,Energy-Only Providers,0,44,"42,986",NA,0,"43,030"
1997,PA,Energy-Only Providers,"5,865","1,970","4,784",NA,0,"12,618"
1997,RI,Energy-Only Providers,0,"3,443",266,NA,0,"3,710"
1997,WA,Energy-Only Providers,0,"1,330","118,147",NA,0,"119,477"
1997,US,Energy-Only Providers,"9,569","14,611","251,118",NA,0,"275,298"
1996,,Total Electric Industry,"2,000","2,000","151,000",NA,0,"154,000"
1996,AK,Total Electric Industry,"200,660","215,454","49,458",NA,"23,917","489,489"
1996,AL,Total Electric Industry,"1,700,370","864,635","1,305,779",NA,"42,319","3,913,103"
1996,AR,Total Electric Industry,"1,005,260","501,526","676,102",NA,"40,824","2,223,712"
1996,AZ,Total Electric Industry,"1,766,643","1,375,122","663,797",NA,"124,017","3,929,579"
1996,CA,Total Electric Industry,"8,088,023","8,198,688","4,017,816",NA,"363,782","20,668,309"
1996,CO,Total Electric Industry,"889,175","844,125","432,317",NA,"78,143","2,243,760"
1996,CT,Total Electric Industry,"1,318,628","1,149,419","465,734",NA,"53,641","2,987,422"
1996,DC,Total Electric Industry,"125,402","584,745","10,966",NA,"23,455","744,568"
1996,DE,Total Electric Industry,"293,421","203,891","159,160",NA,"7,139","663,611"
1996,FL,Total Electric Industry,"7,059,880","4,042,818","878,978",NA,"361,784","12,343,460"
1996,GA,Total Electric Industry,"2,891,749","2,089,009","1,422,800",NA,"110,134","6,513,692"
1996,HI,Total Electric Industry,"381,535","358,572","389,510",NA,"7,427","1,137,044"
1996,IA,Total Electric Industry,"941,861","478,953","577,862",NA,"79,823","2,078,499"
1996,ID,Total Electric Industry,"343,840","250,727","224,182",NA,"16,654","835,403"
1996,IL,Total Electric Industry,"3,881,830","2,983,729","2,203,795",NA,"585,927","9,655,281"
1996,IN,Total Electric Industry,"1,819,330","1,085,973","1,695,764",NA,"50,153","4,651,220"
1996,KS,Total Electric Industry,"838,552","733,479","433,985",NA,"34,825","2,040,841"
1996,KY,Total Electric Industry,"1,185,005","552,848","1,222,332",NA,"143,318","3,103,503"
1996,LA,Total Electric Industry,"1,835,617","1,133,589","1,405,372",NA,"194,048","4,568,626"
1996,MA,Total Electric Industry,"1,828,592","2,021,904","850,426",NA,"88,252","4,789,174"
1996,MD,Total Electric Industry,"1,898,474","1,580,253","419,405",NA,"68,003","3,966,135"
1996,ME,Total Electric Industry,"462,928","332,504","298,641",NA,"14,674","1,108,747"
1996,MI,Total Electric Industry,"2,448,299","2,543,091","1,750,987",NA,"93,570","6,835,947"
1996,MN,Total Electric Industry,"1,223,071","621,099","1,148,478",NA,"53,358","3,046,006"
1996,MO,Total Electric Industry,"1,872,810","1,359,625","662,102",NA,"67,358","3,961,895"
1996,MS,Total Electric Industry,"1,054,159","560,770","707,230",NA,"60,911","2,383,070"
1996,MT,Total Electric Industry,"243,341","181,896","207,819",NA,"19,553","652,609"
1996,NC,Total Electric Industry,"3,348,297","1,959,078","1,633,757",NA,"133,419","7,074,551"
1996,ND,Total Electric Industry,"223,030","144,338","81,426",NA,"20,703","469,497"
1996,NE,Total Electric Industry,"486,974","344,612","227,706",NA,"83,788","1,143,080"
1996,NH,Total Electric Industry,"460,727","366,644","213,835",NA,"16,945","1,058,151"
1996,NJ,Total Electric Industry,"2,713,991","3,111,470","1,109,074",NA,"91,879","7,026,414"
1996,NM,Total Electric Industry,"386,373","420,066","257,587",NA,"96,567","1,160,593"
1996,NV,Total Electric Industry,"519,274","340,491","444,851",NA,"37,496","1,342,112"
1996,NY,Total Electric Industry,"5,654,401","6,389,811","1,459,358",NA,"1,129,922","14,633,492"
1996,OH,Total Electric Industry,"3,831,178","2,777,827","3,086,447",NA,"287,775","9,983,227"
1996,OK,Total Electric Industry,"1,160,217","670,158","459,081",NA,"115,524","2,404,980"
1996,OR,Total Electric Industry,"984,324","688,950","538,927",NA,"40,658","2,252,859"
1996,PA,Total Electric Industry,"4,247,796","2,952,313","2,799,681",NA,"155,210","10,155,000"
1996,RI,Total Electric Industry,"292,848","264,499","115,005",NA,"19,547","691,899"
1996,SC,Total Electric Industry,"1,688,342","927,659","1,134,724",NA,"50,871","3,801,596"
1996,SD,Total Electric Industry,"239,968","143,082","79,452",NA,"15,869","478,371"
1996,TN,Total Electric Industry,"2,078,304","368,649","2,067,419",NA,"79,336","4,593,708"
1996,TX,Total Electric Industry,"7,739,870","4,756,418","3,841,763",NA,"812,653","17,150,704"
1996,UT,Total Electric Industry,"381,360","348,782","283,251",NA,"35,862","1,049,255"
1996,VA,Total Electric Industry,"2,632,866","1,450,684","758,728",NA,"491,910","5,334,188"
1996,VT,Total Electric Industry,"220,572","167,240","116,547",NA,"6,159","510,518"
1996,WA,Total Electric Industry,"1,611,706","1,047,268","863,254",NA,"142,413","3,664,641"
1996,WI,Total Electric Industry,"1,284,813","875,851","872,553",NA,"51,226","3,084,443"
1996,WV,Total Electric Industry,"591,591","339,044","422,723",NA,"8,668","1,362,026"
1996,WY,Total Electric Industry,"123,879","123,260","237,481",NA,"9,944","494,564"
1996,US,Total Electric Industry,"90,503,156","67,828,638","47,536,427",NA,"6,741,353","212,608,574"
1996,AK,Full-Service Providers,"200,660","215,454","49,458",NA,"23,917","489,489"
1996,AL,Full-Service Providers,"1,700,370","864,635","1,305,779",NA,"42,319","3,913,103"
1996,AR,Full-Service Providers,"1,005,260","501,526","676,102",NA,"40,824","2,223,712"
1996,AZ,Full-Service Providers,"1,766,643","1,375,122","663,797",NA,"124,017","3,929,579"
1996,CA,Full-Service Providers,"8,088,023","8,198,688","4,017,816",NA,"363,782","20,668,309"
1996,CO,Full-Service Providers,"889,175","844,125","432,317",NA,"78,143","2,243,760"
1996,CT,Full-Service Providers,"1,318,628","1,149,419","465,734",NA,"53,641","2,987,422"
1996,DC,Full-Service Providers,"125,402","584,745","10,966",NA,"23,455","744,568"
1996,DE,Full-Service Providers,"293,421","203,891","159,160",NA,"7,139","663,611"
1996,FL,Full-Service Providers,"7,059,880","4,042,818","878,978",NA,"361,784","12,343,460"
1996,GA,Full-Service Providers,"2,891,749","2,089,009","1,422,800",NA,"110,134","6,513,692"
1996,HI,Full-Service Providers,"381,535","358,572","389,510",NA,"7,427","1,137,044"
1996,IA,Full-Service Providers,"941,861","478,953","577,862",NA,"79,823","2,078,499"
1996,ID,Full-Service Providers,"343,840","250,727","224,182",NA,"16,654","835,403"
1996,IL,Full-Service Providers,"3,881,830","2,983,729","2,203,795",NA,"585,927","9,655,281"
1996,IN,Full-Service Providers,"1,819,330","1,085,973","1,695,764",NA,"50,153","4,651,220"
1996,KS,Full-Service Providers,"838,552","733,479","433,985",NA,"34,825","2,040,841"
1996,KY,Full-Service Providers,"1,185,005","552,848","1,222,332",NA,"143,318","3,103,503"
1996,LA,Full-Service Providers,"1,835,617","1,133,589","1,405,372",NA,"194,048","4,568,626"
1996,MA,Full-Service Providers,"1,828,592","2,021,904","850,426",NA,"88,252","4,789,174"
1996,MD,Full-Service Providers,"1,898,474","1,580,253","419,405",NA,"68,003","3,966,135"
1996,ME,Full-Service Providers,"462,928","332,504","298,641",NA,"14,674","1,108,747"
1996,MI,Full-Service Providers,"2,448,299","2,543,091","1,750,987",NA,"93,570","6,835,947"
1996,MN,Full-Service Providers,"1,223,071","621,099","1,148,478",NA,"53,358","3,046,006"
1996,MO,Full-Service Providers,"1,872,810","1,359,625","662,102",NA,"67,358","3,961,895"
1996,MS,Full-Service Providers,"1,054,159","560,770","707,230",NA,"60,911","2,383,070"
1996,MT,Full-Service Providers,"243,341","181,896","207,819",NA,"19,553","652,609"
1996,NC,Full-Service Providers,"3,348,297","1,959,078","1,633,757",NA,"133,419","7,074,551"
1996,ND,Full-Service Providers,"223,030","144,338","81,426",NA,"20,703","469,497"
1996,NE,Full-Service Providers,"486,974","344,612","227,706",NA,"83,788","1,143,080"
1996,NH,Full-Service Providers,"460,727","366,644","213,835",NA,"16,945","1,058,151"
1996,NJ,Full-Service Providers,"2,713,991","3,111,470","1,109,074",NA,"91,879","7,026,414"
1996,NM,Full-Service Providers,"386,373","420,066","257,587",NA,"96,567","1,160,593"
1996,NV,Full-Service Providers,"519,274","340,491","444,851",NA,"37,496","1,342,112"
1996,NY,Full-Service Providers,"5,654,401","6,389,811","1,459,358",NA,"1,129,922","14,633,492"
1996,OH,Full-Service Providers,"3,831,178","2,777,827","3,086,447",NA,"287,775","9,983,227"
1996,OK,Full-Service Providers,"1,160,217","670,158","459,081",NA,"115,524","2,404,980"
1996,OR,Full-Service Providers,"984,324","688,950","538,927",NA,"40,658","2,252,859"
1996,PA,Full-Service Providers,"4,247,796","2,952,313","2,799,681",NA,"155,210","10,155,000"
1996,RI,Full-Service Providers,"292,848","264,499","115,005",NA,"19,547","691,899"
1996,SC,Full-Service Providers,"1,688,342","927,659","1,134,724",NA,"50,871","3,801,596"
1996,SD,Full-Service Providers,"239,968","143,082","79,452",NA,"15,869","478,371"
1996,TN,Full-Service Providers,"2,078,304","368,649","2,067,419",NA,"79,336","4,593,708"
1996,TX,Full-Service Providers,"7,739,870","4,756,418","3,841,763",NA,"812,653","17,150,704"
1996,UT,Full-Service Providers,"381,360","348,782","283,251",NA,"35,862","1,049,255"
1996,VA,Full-Service Providers,"2,632,866","1,450,684","758,728",NA,"491,910","5,334,188"
1996,VT,Full-Service Providers,"220,572","167,240","116,547",NA,"6,159","510,518"
1996,WA,Full-Service Providers,"1,611,706","1,047,268","863,254",NA,"142,413","3,664,641"
1996,WI,Full-Service Providers,"1,284,813","875,851","872,553",NA,"51,226","3,084,443"
1996,WV,Full-Service Providers,"591,591","339,044","422,723",NA,"8,668","1,362,026"
1996,WY,Full-Service Providers,"123,879","123,260","237,481",NA,"9,944","494,564"
1996,US,Full-Service Providers,"90,501,156","67,826,638","47,385,427",NA,"6,741,353","212,454,574"
1996,,Restructured Retail Service Providers,"2,000","2,000","151,000",NA,0,"154,000"
1996,US,Restructured Retail Service Providers,"2,000","2,000","151,000",NA,0,"154,000"
1996,,Energy-Only Providers,"2,000","2,000","151,000",NA,0,"154,000"
1996,US,Energy-Only Providers,"2,000","2,000","151,000",NA,0,"154,000"
1995,AK,Total Electric Industry,"192,455","209,898","45,795",NA,"22,868","471,016"
1995,AL,Total Electric Industry,"1,630,854","826,558","1,331,891",NA,"41,234","3,830,537"
1995,AR,Total Electric Industry,"991,356","487,814","653,278",NA,"41,550","2,173,998"
1995,AZ,Total Electric Industry,"1,639,522","1,312,825","630,937",NA,"117,087","3,700,371"
1995,CA,Total Electric Industry,"7,983,349","8,485,241","4,225,930",NA,"375,525","21,070,045"
1995,CO,Total Electric Industry,"838,964","815,153","438,281",NA,"69,596","2,161,994"
1995,CT,Total Electric Industry,"1,286,230","1,128,914","469,364",NA,"53,231","2,937,739"
1995,DC,Total Electric Industry,"122,632","577,500","11,432",NA,"23,164","734,728"
1995,DE,Total Electric Industry,"287,845","201,228","165,608",NA,"6,914","661,595"
1995,FL,Total Electric Industry,"6,711,297","3,838,427","849,526",NA,"346,171","11,745,421"
1995,GA,Total Electric Industry,"2,811,067","2,031,156","1,422,681",NA,"98,464","6,363,368"
1995,HI,Total Electric Industry,"347,281","330,986","352,472",NA,"6,962","1,037,701"
1995,IA,Total Electric Industry,"958,686","489,850","541,923",NA,"78,698","2,069,157"
1995,ID,Total Electric Industry,"329,872","237,019","220,311",NA,"15,018","802,220"
1995,IL,Total Electric Industry,"3,981,788","2,933,335","2,226,993",NA,"569,887","9,712,003"
1995,IN,Total Electric Industry,"1,790,087","1,072,089","1,644,632",NA,"49,743","4,556,551"
1995,KS,Total Electric Industry,"820,443","686,604","450,622",NA,"34,242","1,991,911"
1995,KY,Total Electric Industry,"1,155,069","552,247","1,185,945",NA,"140,324","3,033,585"
1995,LA,Total Electric Industry,"1,744,470","1,055,167","1,219,005",NA,"170,230","4,188,872"
1995,MA,Total Electric Industry,"1,800,173","1,975,877","843,112",NA,"85,563","4,704,725"
1995,MD,Total Electric Industry,"1,874,713","1,596,241","425,229",NA,"67,761","3,963,944"
1995,ME,Total Electric Industry,"453,819","291,503","329,678",NA,"21,606","1,096,606"
1995,MI,Total Electric Industry,"2,387,301","2,462,154","1,738,782",NA,"91,230","6,679,467"
1995,MN,Total Electric Industry,"1,216,609","600,667","1,143,109",NA,"51,015","3,011,400"
1995,MO,Total Electric Industry,"1,842,934","1,334,356","649,356",NA,"65,105","3,891,751"
1995,MS,Total Electric Industry,"991,325","528,714","687,880",NA,"57,401","2,265,320"
1995,MT,Total Electric Industry,"221,648","166,394","218,776",NA,"17,235","624,053"
1995,NC,Total Electric Industry,"3,207,309","1,888,197","1,651,727",NA,"137,692","6,884,925"
1995,ND,Total Electric Industry,"210,673","138,695","79,693",NA,"20,661","449,722"
1995,NE,Total Electric Industry,"484,060","332,561","222,881",NA,"88,369","1,127,871"
1995,NH,Total Electric Industry,"454,227","367,003","218,544",NA,"16,131","1,055,905"
1995,NJ,Total Electric Industry,"2,692,070","3,048,506","1,140,286",NA,"90,991","6,971,853"
1995,NM,Total Electric Industry,"368,148","402,916","248,868",NA,"92,084","1,112,016"
1995,NV,Total Electric Industry,"473,281","319,402","428,771",NA,"38,844","1,260,298"
1995,NY,Total Electric Industry,"5,543,666","6,289,639","1,465,961",NA,"1,135,358","14,434,624"
1995,OH,Total Electric Industry,"3,784,436","2,730,572","3,103,540",NA,"287,318","9,905,866"
1995,OK,Total Electric Industry,"1,113,032","642,246","439,592",NA,"110,644","2,305,514"
1995,OR,Total Electric Industry,"895,128","652,891","550,266",NA,"36,886","2,135,171"
1995,PA,Total Electric Industry,"4,160,637","2,877,404","2,812,952",NA,"155,429","10,006,422"
1995,RI,Total Electric Industry,"283,487","264,614","121,897",NA,"18,875","688,873"
1995,SC,Total Electric Industry,"1,610,543","889,987","1,152,935",NA,"49,485","3,702,950"
1995,SD,Total Electric Industry,"231,376","136,832","76,221",NA,"15,354","459,783"
1995,TN,Total Electric Industry,"1,831,548","344,443","2,018,140",NA,"80,142","4,274,273"
1995,TX,Total Electric Industry,"7,161,922","4,556,245","3,589,628",NA,"758,123","16,065,918"
1995,UT,Total Electric Industry,"349,871","333,855","259,013",NA,"36,529","979,268"
1995,VA,Total Electric Industry,"2,625,754","1,458,299","772,389",NA,"474,298","5,330,740"
1995,VT,Total Electric Industry,"207,546","157,259","112,167",NA,"5,906","482,878"
1995,WA,Total Electric Industry,"1,496,997","982,359","1,014,474",NA,"132,245","3,626,075"
1995,WI,Total Electric Industry,"1,298,061","860,614","896,038",NA,"51,248","3,105,961"
1995,WV,Total Electric Industry,"595,840","343,157","438,330",NA,"8,638","1,385,965"
1995,WY,Total Electric Industry,"118,197","119,068","238,595",NA,"8,082","483,942"
1995,US,Total Electric Industry,"87,609,598","66,364,681","47,175,456",NA,"6,567,156","207,716,891"
1995,AK,Full-Service Providers,"192,455","209,898","45,795",NA,"22,868","471,016"
1995,AL,Full-Service Providers,"1,630,854","826,558","1,331,891",NA,"41,234","3,830,537"
1995,AR,Full-Service Providers,"991,356","487,814","653,278",NA,"41,550","2,173,998"
1995,AZ,Full-Service Providers,"1,639,522","1,312,825","630,937",NA,"117,087","3,700,371"
1995,CA,Full-Service Providers,"7,983,349","8,485,241","4,225,930",NA,"375,525","21,070,045"
1995,CO,Full-Service Providers,"838,964","815,153","438,281",NA,"69,596","2,161,994"
1995,CT,Full-Service Providers,"1,286,230","1,128,914","469,364",NA,"53,231","2,937,739"
1995,DC,Full-Service Providers,"122,632","577,500","11,432",NA,"23,164","734,728"
1995,DE,Full-Service Providers,"287,845","201,228","165,608",NA,"6,914","661,595"
1995,FL,Full-Service Providers,"6,711,297","3,838,427","849,526",NA,"346,171","11,745,421"
1995,GA,Full-Service Providers,"2,811,067","2,031,156","1,422,681",NA,"98,464","6,363,368"
1995,HI,Full-Service Providers,"347,281","330,986","352,472",NA,"6,962","1,037,701"
1995,IA,Full-Service Providers,"958,686","489,850","541,923",NA,"78,698","2,069,157"
1995,ID,Full-Service Providers,"329,872","237,019","220,311",NA,"15,018","802,220"
1995,IL,Full-Service Providers,"3,981,788","2,933,335","2,226,993",NA,"569,887","9,712,003"
1995,IN,Full-Service Providers,"1,790,087","1,072,089","1,644,632",NA,"49,743","4,556,551"
1995,KS,Full-Service Providers,"820,443","686,604","450,622",NA,"34,242","1,991,911"
1995,KY,Full-Service Providers,"1,155,069","552,247","1,185,945",NA,"140,324","3,033,585"
1995,LA,Full-Service Providers,"1,744,470","1,055,167","1,219,005",NA,"170,230","4,188,872"
1995,MA,Full-Service Providers,"1,800,173","1,975,877","843,112",NA,"85,563","4,704,725"
1995,MD,Full-Service Providers,"1,874,713","1,596,241","425,229",NA,"67,761","3,963,944"
1995,ME,Full-Service Providers,"453,819","291,503","329,678",NA,"21,606","1,096,606"
1995,MI,Full-Service Providers,"2,387,301","2,462,154","1,738,782",NA,"91,230","6,679,467"
1995,MN,Full-Service Providers,"1,216,609","600,667","1,143,109",NA,"51,015","3,011,400"
1995,MO,Full-Service Providers,"1,842,934","1,334,356","649,356",NA,"65,105","3,891,751"
1995,MS,Full-Service Providers,"991,325","528,714","687,880",NA,"57,401","2,265,320"
1995,MT,Full-Service Providers,"221,648","166,394","218,776",NA,"17,235","624,053"
1995,NC,Full-Service Providers,"3,207,309","1,888,197","1,651,727",NA,"137,692","6,884,925"
1995,ND,Full-Service Providers,"210,673","138,695","79,693",NA,"20,661","449,722"
1995,NE,Full-Service Providers,"484,060","332,561","222,881",NA,"88,369","1,127,871"
1995,NH,Full-Service Providers,"454,227","367,003","218,544",NA,"16,131","1,055,905"
1995,NJ,Full-Service Providers,"2,692,070","3,048,506","1,140,286",NA,"90,991","6,971,853"
1995,NM,Full-Service Providers,"368,148","402,916","248,868",NA,"92,084","1,112,016"
1995,NV,Full-Service Providers,"473,281","319,402","428,771",NA,"38,844","1,260,298"
1995,NY,Full-Service Providers,"5,543,666","6,289,639","1,465,961",NA,"1,135,358","14,434,624"
1995,OH,Full-Service Providers,"3,784,436","2,730,572","3,103,540",NA,"287,318","9,905,866"
1995,OK,Full-Service Providers,"1,113,032","642,246","439,592",NA,"110,644","2,305,514"
1995,OR,Full-Service Providers,"895,128","652,891","550,266",NA,"36,886","2,135,171"
1995,PA,Full-Service Providers,"4,160,637","2,877,404","2,812,952",NA,"155,429","10,006,422"
1995,RI,Full-Service Providers,"283,487","264,614","121,897",NA,"18,875","688,873"
1995,SC,Full-Service Providers,"1,610,543","889,987","1,152,935",NA,"49,485","3,702,950"
1995,SD,Full-Service Providers,"231,376","136,832","76,221",NA,"15,354","459,783"
1995,TN,Full-Service Providers,"1,831,548","344,443","2,018,140",NA,"80,142","4,274,273"
1995,TX,Full-Service Providers,"7,161,922","4,556,245","3,589,628",NA,"758,123","16,065,918"
1995,UT,Full-Service Providers,"349,871","333,855","259,013",NA,"36,529","979,268"
1995,VA,Full-Service Providers,"2,625,754","1,458,299","772,389",NA,"474,298","5,330,740"
1995,VT,Full-Service Providers,"207,546","157,259","112,167",NA,"5,906","482,878"
1995,WA,Full-Service Providers,"1,496,997","982,359","1,014,474",NA,"132,245","3,626,075"
1995,WI,Full-Service Providers,"1,298,061","860,614","896,038",NA,"51,248","3,105,961"
1995,WV,Full-Service Providers,"595,840","343,157","438,330",NA,"8,638","1,385,965"
1995,WY,Full-Service Providers,"118,197","119,068","238,595",NA,"8,082","483,942"
1995,US,Full-Service Providers,"87,609,598","66,364,681","47,175,456",NA,"6,567,156","207,716,891"
1994,AK,Total Electric Industry,"191,083","208,213","42,792",NA,"22,504","464,592"
1994,AL,Total Electric Industry,"1,549,858","800,360","1,314,960",NA,"41,394","3,706,572"
1994,AR,Total Electric Industry,"939,902","472,334","621,942",NA,"37,820","2,071,998"
1994,AZ,Total Electric Industry,"1,693,529","1,300,629","635,905",NA,"117,207","3,747,270"
1994,CA,Total Electric Industry,"7,868,888","8,383,425","4,246,100",NA,"401,123","20,899,536"
1994,CO,Total Electric Industry,"804,646","777,482","440,333",NA,"73,544","2,096,005"
1994,CT,Total Electric Industry,"1,250,349","1,083,769","467,379",NA,"51,190","2,852,687"
1994,DC,Total Electric Industry,"117,332","578,439","12,386",NA,"24,389","732,546"
1994,DE,Total Electric Industry,"276,780","187,880","159,393",NA,"6,747","630,800"
1994,FL,Total Electric Industry,"6,270,548","3,649,160","847,618",NA,"335,448","11,102,774"
1994,GA,Total Electric Industry,"2,526,959","1,918,457","1,368,049",NA,"93,674","5,907,139"
1994,HI,Total Electric Industry,"318,369","296,882","334,157",NA,"6,500","955,908"
1994,IA,Total Electric Industry,"895,142","472,813","513,463",NA,"76,067","1,957,485"
1994,ID,Total Electric Industry,"316,771","246,098","215,844",NA,"17,305","796,018"
1994,IL,Total Electric Industry,"3,564,274","2,738,718","2,164,368",NA,"540,835","9,008,195"
1994,IN,Total Electric Industry,"1,697,308","1,032,791","1,618,513",NA,"48,192","4,396,804"
1994,KS,Total Electric Industry,"799,063","673,503","443,913",NA,"40,617","1,957,096"
1994,KY,Total Electric Industry,"1,124,983","533,540","1,299,231",NA,"133,702","3,091,456"
1994,LA,Total Electric Industry,"1,722,707","1,082,187","1,259,428",NA,"176,571","4,240,893"
1994,MA,Total Electric Industry,"1,779,120","1,889,105","821,518",NA,"121,083","4,610,826"
1994,MD,Total Electric Industry,"1,817,381","953,365","1,008,131",NA,"68,123","3,847,000"
1994,ME,Total Electric Industry,"454,673","285,798","355,711",NA,"22,030","1,118,212"
1994,MI,Total Electric Industry,"2,249,213","2,410,662","1,716,262",NA,"90,379","6,466,516"
1994,MN,Total Electric Industry,"1,146,132","561,857","1,121,512",NA,"50,523","2,880,024"
1994,MO,Total Electric Industry,"1,754,357","1,277,857","652,110",NA,"64,791","3,749,115"
1994,MS,Total Electric Industry,"963,587","512,351","684,021",NA,"54,637","2,214,596"
1994,MT,Total Electric Industry,"212,594","160,068","196,466",NA,"25,152","594,280"
1994,NC,Total Electric Industry,"3,041,020","1,801,707","1,642,484",NA,"125,587","6,610,798"
1994,ND,Total Electric Industry,"206,572","121,522","94,743",NA,"20,725","443,562"
1994,NE,Total Electric Industry,"465,376","324,310","213,299",NA,"87,520","1,090,505"
1994,NH,Total Electric Industry,"442,737","351,434","203,447",NA,"16,337","1,013,955"
1994,NJ,Total Electric Industry,"2,555,916","2,888,861","1,132,092",NA,"87,649","6,664,518"
1994,NM,Total Electric Industry,"372,718","412,649","243,500",NA,"98,392","1,127,259"
1994,NV,Total Electric Industry,"489,804","321,563","423,479",NA,"41,777","1,276,623"
1994,NY,Total Electric Industry,"5,434,577","5,699,518","1,996,349",NA,"1,189,103","14,319,547"
1994,OH,Total Electric Industry,"3,576,381","2,628,318","3,061,056",NA,"287,618","9,553,373"
1994,OK,Total Electric Industry,"1,133,624","676,875","476,529",NA,"115,066","2,402,094"
1994,OR,Total Electric Industry,"876,863","629,124","523,110",NA,"40,941","2,070,038"
1994,PA,Total Electric Industry,"4,035,417","2,764,728","2,733,284",NA,"152,718","9,686,147"
1994,RI,Total Electric Industry,"276,552","255,064","122,114",NA,"19,506","673,236"
1994,SC,Total Electric Industry,"1,491,683","852,806","1,117,894",NA,"46,792","3,509,175"
1994,SD,Total Electric Industry,"222,055","126,725","79,483",NA,"15,972","444,235"
1994,TN,Total Electric Industry,"1,927,929","341,550","1,969,869",NA,"74,929","4,314,277"
