description,units,source key,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16
Average cost of fossil fuels for electricity generation (per Btu) for petroleum liquids,dollars per million Btu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States : all sectors,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-AR-1.M,14.43,20.51,11.17,20.29,19.25,15.35,15.8,16.78,17.45,16.61,7.3,8.04,7.12,8.24,7.06,8.36,16.5,16.13,16.06,16.12,16.01,15.87,15.8,15.4,16.21,15.35,15.96,16.74,NM,15.94,15.69,15.83,15.77,16.51,16.04,15.97,16.12,16.23,NM,NM,22.84,23.28,23.53,22.3,NM,22.31,NM,0,23.13,0,0,0,23.06,0,0,0,0,23.59,0,22.6,0,0,0,22.38,22.42,0,0,25.3,0,21.78,21.83,21.88,22.32,22.12,0,23.04,23.04,0,0,0,0,0,0,15.12,11.85,15.13,14.46,13.83,14.91,14.27,11.9,0,12.06,11.98,11.63,0,7.53,7.66,9.76,9.9,10.69,11.54,0,10.15,0,11.97,10.89
Arkansas : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-AR-94.M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,16.61,W,W,W,W,W,W,W,W,W,W,W,W,0,W,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,W,0,W,0,W,W,W,W,W,0,W
Louisiana,,ELEC.COST_BTU.PEL-LA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana : all sectors,,ELEC.COST_BTU.PEL-LA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-LA-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,9.39,0,11.33,10.14,0,0,12.04,0
Louisiana : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-LA-1.M,7.59,19.2,20.25,7.84,7.74,7.76,8.01,7.98,9.72,11.07,9.6,9.59,9.44,9.21,8.85,NM,11.07,13.75,12.26,NM,13.11,15.47,15.33,8.81,9.35,15.31,8.88,19.93,NM,NM,9.55,8.88,NM,NM,NM,8.98,NM,9.16,NM,22.8,NM,NM,NM,21.64,NM,20.96,NM,NM,0,0,24.2,0,21.2,0,21.25,0,0,23.81,0,0,0,0,22.21,0,0,0,0,0,21.85,0,0,21.83,0,21.36,0,22.68,22.61,0,0,21.3,0,19.36,18.49,0,11.39,0,14.39,13.93,14.51,14.19,13.32,0,10.82,10.71,0,0,0,0,0,9.39,0,11.33,10.14,0,0,12.04,0
Louisiana : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-LA-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,0,0,0,0,0,0,0
Oklahoma,,ELEC.COST_BTU.PEL-OK-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma : all sectors,,ELEC.COST_BTU.PEL-OK-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-OK-98.M,18.17,19.01,18.47,21.12,26.54,26.83,26.21,16.19,12.97,16.72,14.75,14.83,NM,NM,W,NM,15.52,NM,NM,NM,NM,NM,NM,15.02,NM,15.88,NM,NM,18.11,NM,16.52,NM,NM,18.22,NM,18.31,NM,NM,NM,NM,NM,NM,NM,NM,15.44,NM,NM,NM,0,0,25.06,0,0,0,21.94,23.05,33.79,24.28,28.18,0,0,0,0,23.43,0,22.05,23.57,23.7,0,22.91,0,0,24.05,0,22.97,0,22.27,22.48,22.59,0,22.32,20.33,20.06,13.99,0,22.28,13.77,0,0,14.12,0,0,12.9,12.43,0,0,15.57,9.12,10.09,0,0,12.41,12.6,12.6,12.12,12.16,0
Oklahoma : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-OK-1.M,18.17,19.01,18.47,21.12,26.54,26.83,26.21,16.19,12.97,16.72,14.75,14.83,NM,NM,NM,NM,15.52,NM,NM,NM,NM,NM,NM,15.02,NM,15.88,NM,NM,18.11,NM,16.52,NM,NM,18.22,NM,18.31,NM,NM,NM,NM,NM,NM,NM,NM,15.44,NM,NM,NM,0,0,25.06,0,0,0,21.94,23.05,33.79,24.28,28.18,0,0,0,0,23.43,0,22.05,23.57,23.7,0,22.91,0,0,24.05,0,22.97,0,22.27,22.48,22.59,0,22.32,20.33,20.06,13.99,0,22.28,13.77,0,0,14.12,0,0,12.9,12.43,0,0,15.57,9.12,10.09,0,0,12.41,12.6,12.6,12.12,12.16,0
Oklahoma : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-OK-94.M,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Texas,,ELEC.COST_BTU.PEL-TX-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas : all sectors,,ELEC.COST_BTU.PEL-TX-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-TX-98.M,W,W,W,W,W,W,W,W,25.18,W,20.08,W,W,W,W,W,W,W,W,W,W,W,W,14.48,W,W,W,W,16.39,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,21.87,W,23.76,24.37,W,W,W,W,W,W,W,W,W,21.45,W,W,W,22.61,W,W,W,W,W,W,W,W,W,22.18,W,W,W,W,W,W,W,W,13.51,W,W,W,W,W,W,W,W,W,11.6,11.54,W,8.42,W,W,W,W,W,W,W,W,W,W
Texas : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-TX-1.M,18.68,3.06,21.11,23.58,26.93,27.43,25.79,24.09,12.8,15.28,14.56,12.06,NM,10.05,9.41,10.9,12.33,13.75,12.88,14.48,13.86,14.86,12.79,14.91,NM,15.03,16.26,16.91,16.9,16.53,15.64,17.16,16.33,16.98,NM,17.85,NM,21.17,NM,21.71,28.56,24.07,23.98,24.28,21.68,22.55,22.7,22.37,22.41,23.7,24.47,24.93,21.99,20.55,21.97,23.89,23.49,23.39,22.56,22.8,22.57,24.03,22.57,21.23,31.96,21.06,22.31,23.08,23.55,22.12,21.19,24.02,21.73,22.1,21.91,21.93,22.38,22.34,21.4,20.92,21.34,19.09,17.94,11.37,13.63,14.55,17.88,13.99,13.87,14.16,12.28,11.76,11.14,11.6,11.54,10.02,8.42,8.05,10.17,12.18,9.46,11.81,11.13,10.05,10.63,9.04,11
Texas : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-TX-94.M,W,W,W,W,W,W,W,W,25.64,W,23.47,W,W,W,W,W,W,W,W,W,W,W,W,14.28,W,W,W,W,15.94,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,21.81,W,23.77,24.27,W,W,W,W,W,W,W,W,W,20.99,W,W,W,21.95,W,W,W,W,W,W,W,W,W,22.28,W,W,W,W,W,W,W,W,15.5,W,W,W,W,W,W,W,W,W,0,0,W,0,W,W,W,W,W,W,W,W,W,W
Mountain,,ELEC.COST_BTU.PEL-MTN-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain : all sectors,,ELEC.COST_BTU.PEL-MTN-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-MTN-98.M,W,W,W,W,W,W,W,W,W,W,16.34,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,20.2,21.23,24.17,25.75,24.72,23.19,23.35,21.42,23.69,23.25,25.44,23.07,21.86,W,W,25.33,W,20.9,18.97,23.94,W,23.58,W,W,22.96,25.16,W,W,W,W,W,W,W,W,W,23.98,W,W,W,W,W,W,W,W,W,W,W,W,W,W,15.86,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
Mountain : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-MTN-1.M,21.36,22.65,23.57,26.24,29.86,28.13,30.39,24.96,24.16,19.92,16.26,14.14,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,20.36,21.5,24.27,26.21,24.8,23.25,24.17,21.21,23.66,23.33,25.56,23.15,22.08,24.71,24.74,25.36,25.01,21.05,20.57,25.21,26.61,24.79,24.53,22.15,23,25.23,24.19,23.79,23.25,23.61,24.3,24.32,24.2,24.12,23.69,23.99,23.1,23.35,23.59,24.6,24.59,23.99,23.88,23.98,22.61,21.29,21.21,17.31,13.72,15.66,15.89,14.64,17.66,15.31,16.99,13.46,12.83,13.07,13.22,12.28,10.35,9,8.57,10.53,11.69,12.97,11.4,11.84,11.98,12.21,12.52
Mountain : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-MTN-94.M,W,W,W,W,W,W,W,W,W,W,17.38,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,18.79,22.33,21.67,23.91,22.69,19.43,22,23.86,22.75,23.19,22.2,20.43,W,W,24.75,W,19.91,15.71,17.16,W,17.61,W,W,22.16,23.12,W,W,W,W,W,W,W,W,W,23.83,W,W,W,W,W,W,W,W,W,W,W,W,W,W,15.59,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
Arizona,,ELEC.COST_BTU.PEL-AZ-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona : all sectors,,ELEC.COST_BTU.PEL-AZ-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-AZ-98.M,19.9,25.3,23.27,24.85,30,29.95,31.5,25.61,25.13,15.28,15.56,11.75,15.39,NM,W,NM,12.89,NM,NM,NM,6.73,16.05,13.05,17.93,18.09,16.67,17.68,18.71,18.57,17.29,17.62,17.64,NM,19.17,19.4,19.3,20.22,22.55,25.99,27.01,24.45,23.66,25.84,19.71,24.5,23.04,23.98,20.63,23.8,25.7,27.41,25.21,23.48,19.76,24.53,26.54,28.71,21.49,23.69,20.09,23.3,26.58,26.06,24.76,23.19,23.81,28.18,22.95,25.55,24.14,23.22,24.75,22.14,23.15,22.66,22.32,23.36,26.56,22.48,23.89,21.62,19.86,18.95,15.89,13.65,14.4,14.68,13.49,15.5,15.04,16.97,11.84,11.63,13.86,13.63,10.96,13.86,9.03,8.25,9.87,11.72,12.59,11.09,10.73,11.62,11.74,12.82
Arizona : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-AZ-1.M,19.9,25.3,23.27,24.85,30,29.95,31.5,25.61,25.13,15.28,15.56,11.75,15.39,NM,NM,NM,12.89,NM,NM,NM,6.73,16.05,13.05,17.93,18.09,16.67,17.68,18.71,18.57,17.29,17.62,17.64,NM,19.17,19.4,19.3,20.22,22.55,25.99,27.01,24.45,23.66,25.84,19.71,24.5,23.04,23.98,20.63,23.8,25.7,27.41,25.21,23.48,19.76,24.53,26.54,28.71,21.49,23.69,20.09,23.3,26.58,26.06,24.76,23.19,23.81,28.18,22.95,25.55,24.14,23.22,24.75,22.14,23.15,22.66,22.32,23.36,26.56,22.48,23.89,21.62,19.86,18.95,15.89,13.65,14.4,14.68,13.49,15.5,15.04,16.97,11.84,11.63,13.86,13.63,10.96,13.86,9.03,8.25,9.87,11.72,12.59,11.09,10.73,11.62,11.74,12.82
Arizona : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-AZ-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,,ELEC.COST_BTU.PEL-CO-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado : all sectors,,ELEC.COST_BTU.PEL-CO-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-CO-98.M,W,W,W,W,W,W,W,W,W,W,16.54,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,NM,NM,NM,NM,W,W,16.63,18.62,NM,21.07,NM,NM,NM,NM,NM,NM,NM,NM,NM,23.17,W,17.16,16.83,15.57,0,10.57,0,0,12.23,20.05,13.14,12.24,0,25.93,25.96,23.27,0,0,0,0,0,22.96,22.68,24.19,24.15,0,26.63,0,0,22.85,22.01,0,0,20.29,21.75,15.84,15.38,0,0,13.4,0,0,0,0,11.7,0,0,10.74,11.51,8.71,8.16,8.88,0,12.43,10.87,0,11.9,12.55,0
Colorado : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-CO-1.M,19.47,23.74,24.57,27.18,30.66,25.38,27.65,24.3,24.26,21.67,16.58,17.09,NM,9.5,9.66,10.64,11.4,12.78,13.23,13.59,12.88,14.46,13.24,15.93,NM,NM,NM,NM,NM,NM,NM,NM,15,16.36,16.63,18.62,NM,21.07,NM,NM,NM,NM,NM,NM,NM,NM,NM,23.17,21.34,17.16,16.83,15.57,0,10.57,0,0,12.23,20.05,13.14,12.24,0,25.93,25.96,23.27,0,0,0,0,0,22.96,22.68,24.19,24.15,0,26.63,0,0,22.85,22.01,0,0,20.29,21.75,15.84,15.38,0,0,13.4,0,0,0,0,11.7,0,0,10.74,11.51,8.71,8.16,8.88,0,12.43,10.87,0,11.9,12.55,0
Colorado : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-CO-94.M,W,W,W,W,W,W,W,W,W,W,12.18,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,0,0,0,0,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho,,ELEC.COST_BTU.PEL-ID-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho : all sectors,,ELEC.COST_BTU.PEL-ID-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-ID-98.M,19.79,20.8,21.92,26.4,30.95,30.68,29.7,27.17,26.41,21.63,17.17,12.71,NM,NM,W,NM,NM,NM,NM,15.03,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-ID-1.M,19.79,20.8,21.92,26.4,30.95,30.68,29.7,27.17,26.41,21.63,17.17,12.71,NM,NM,NM,NM,NM,NM,NM,15.03,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idaho : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-ID-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Montana,,ELEC.COST_BTU.PEL-MT-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana : all sectors,,ELEC.COST_BTU.PEL-MT-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-MT-98.M,W,W,W,W,W,W,W,W,W,W,17.4,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,W,W,NM,NM,W,W,0,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,0,0,W,W,0,W,W,W,W,W,W,W,W,W,W,W,0,W
Montana : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-MT-1.M,18.91,19.66,24.04,26.77,21.47,22.37,22.27,21.55,25.45,17.85,18.3,10.35,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,14.28,12.21,18.45,19.55,13.05,14.56,13.4,12.35,18.72,18.1,14.97,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-MT-94.M,W,W,W,W,W,W,W,W,W,W,17.34,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,W,W,NM,NM,W,W,0,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,0,0,W,W,0,W,W,W,W,W,W,W,W,W,W,W,0,W
Nevada,,ELEC.COST_BTU.PEL-NV-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada : all sectors,,ELEC.COST_BTU.PEL-NV-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-NV-98.M,W,W,W,W,W,W,W,W,W,19.88,16.19,10.64,12.09,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,NM,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,24.48,23.69,W,23.73,24.91,W,W,W,W,W,W,18.93,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0
Nevada : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-NV-1.M,19.68,20.62,21.83,26.96,30.25,30.57,29.27,26.85,23.67,19.88,15.48,10.64,12.09,10.89,12.27,11.98,12.94,15.47,14.22,16.69,16.04,15.29,NM,15.08,16.78,NM,NM,NM,NM,16.94,17.84,NM,17.28,NM,20.21,NM,NM,21.24,24.47,NM,NM,24.57,23.64,NM,25.41,23.85,26.63,23.85,24.78,22.62,23.05,26.51,26.51,26.51,22.04,25.5,27.43,27.95,25.77,24.48,23.9,25.85,17.49,24.91,24.05,22.82,24.62,25.49,25.92,25.63,24.84,24.41,24.48,23.69,24.55,23.73,24.91,24.69,23.76,23.76,23.47,22.86,23.25,18.93,18.43,16.27,18.29,15.84,16.56,17.13,15.98,16.92,16.34,19.08,12.67,11.66,12.08,9.62,10.55,9.36,0,13.32,11.78,11.89,11.8,0,0
Nevada : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-NV-94.M,W,W,W,W,W,W,W,W,W,0,17.94,0,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,W,0,0,W,W,W,W,W,W,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0
New Mexico,,ELEC.COST_BTU.PEL-NM-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico : all sectors,,ELEC.COST_BTU.PEL-NM-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Mexico : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-NM-98.M,22.58,21.98,25.25,26.82,30.71,33.94,35.08,29.34,17.01,21.4,18.1,13.58,14,11.34,W,13.17,12.75,13.43,15.26,16.68,15.45,28.81,15.57,19.11,21.83,17.38,18.5,19.93,19.99,18.32,17.6,19.33,18.96,19.87,20.4,21.38,W,W,W,W,W,W,W,W,W,W,W,W,25.43,25.09,27.58,25.78,25.78,22.95,22.19,24.51,28.31,28.66,25.73,24.95,26.17,22.63,26.39,24.5,23.14,24.24,24.29,25.25,24.6,23.78,23.97,23.7,23.56,24.15,24.33,25.85,24.79,23.58,25.73,24.62,23.47,21.84,24.01,18.98,12.63,18.44,15.64,15.22,16.71,16.42,19.59,14.37,12.1,12.55,14.98,13.33,8.44,8.81,8.95,11.44,12.14,13.59,11.6,11.3,12.5,13.05,13.31
